Facility,Date,Year,Season,Month,Day_Name,Is_Holiday,Holiday_Name,Total_Violations,Avg_WindSpeed,Avg_Precipitation,Avg_Snowfall,Avg_SnowDepth,Avg_Temperature_Max,Avg_Temperature_Min,Total_Traffic
Bayonne,11/29/2016,2016,Autumn,11,Tuesday,0,NA,120,4.92,2,0,0,60,51,5300
Bayonne,11/30/2016,2016,Autumn,11,Wednesday,0,NA,143,6.26,1,0,0,58,50,5235
Bayonne,12/1/2016,2016,Winter,12,Thursday,0,NA,135,7.61,0,0,0,54,42,5658
Bayonne,12/2/2016,2016,Winter,12,Friday,0,NA,182,8.72,0,0,0,51,40,5913
Bayonne,12/3/2016,2016,Winter,12,Saturday,0,NA,5,8.72,0,0,0,47,41,14
Bayonne,12/4/2016,2016,Winter,12,Sunday,0,NA,115,4.92,0,0,0,47,39,4176
Bayonne,12/5/2016,2016,Winter,12,Monday,0,NA,145,5.59,0,0,0,49,38,5153
Bayonne,12/6/2016,2016,Winter,12,Tuesday,0,NA,152,5.37,0,0,0,46,37,5140
Bayonne,12/7/2016,2016,Winter,12,Wednesday,0,NA,184,3.8,0,0,0,46,40,5357
Bayonne,12/8/2016,2016,Winter,12,Thursday,0,NA,173,5.051883187,0,0,0,45,35,5875
Bayonne,12/9/2016,2016,Winter,12,Friday,0,NA,210,5.051883187,0,0,0,39,29,6298
Bayonne,12/10/2016,2016,Winter,12,Saturday,0,NA,203,6.04,0,0,0,35,28,4698
Bayonne,12/11/2016,2016,Winter,12,Sunday,0,NA,169,4.03,0,0,0,35,28,4683
Bayonne,12/12/2016,2016,Winter,12,Monday,0,NA,124,6.26,0,0,0,46,34,5094
Bayonne,12/13/2016,2016,Winter,12,Tuesday,0,NA,149,4.03,0,0,0,43,35,5229
Bayonne,12/14/2016,2016,Winter,12,Wednesday,0,NA,140,5.59,0,0,0,42,34,5516
Bayonne,12/15/2016,2016,Winter,12,Thursday,0,NA,200,10.96,0,0,0,34,19,5257
Bayonne,12/16/2016,2016,Winter,12,Friday,0,NA,177,6.04,0,0,0,27,17,6270
Bayonne,12/17/2016,2016,Winter,12,Saturday,0,NA,105,4.25,1,3,2,39,24,3237
Bayonne,12/18/2016,2016,Winter,12,Sunday,0,NA,167,7.38,0,0,1,58,31,5316
Bayonne,12/19/2016,2016,Winter,12,Monday,0,NA,172,6.71,0,0,0,31,23,5187
Bayonne,12/20/2016,2016,Winter,12,Tuesday,0,NA,153,3.13,0,0,0,33,20,5426
Bayonne,12/21/2016,2016,Winter,12,Wednesday,0,NA,155,2.91,0,0,0,40,30,5633
Bayonne,12/22/2016,2016,Winter,12,Thursday,0,NA,181,6.26,0,0,0,49,37,5762
Bayonne,12/23/2016,2016,Winter,12,Friday,0,NA,217,6.49,0,0,0,47,38,6939
Bayonne,12/24/2016,2016,Winter,12,Saturday,0,NA,170,4.92,0,0,0,47,38,4614
Bayonne,12/25/2016,2016,Winter,12,Sunday,0,NA,143,6.26,0,0,0,50,36,4577
Bayonne,12/26/2016,2016,Winter,12,Monday,1,Christmas Day,171,6.49,0,0,0,50,33,5101
Bayonne,12/27/2016,2016,Winter,12,Tuesday,0,NA,272,7.16,0,0,0,60,40,7641
Bayonne,12/28/2016,2016,Winter,12,Wednesday,0,NA,262,5.14,0,0,0,40,34,7762
Bayonne,12/29/2016,2016,Winter,12,Thursday,0,NA,223,5.37,0,0,0,46,33,7217
Bayonne,12/30/2016,2016,Winter,12,Friday,0,NA,251,9.4,0,0,0,40,33,7656
Bayonne,12/31/2016,2016,Winter,12,Saturday,0,NA,165,6.93,0,0,0,44,31,4594
Bayonne,1/1/2017,2017,Winter,1,Sunday,0,NA,149,5.59,0,0,0,48,40,4719
Bayonne,1/2/2017,2017,Winter,1,Monday,1,New Year's Day,157,9.17,0,0,0,41,37,4896
Bayonne,1/3/2017,2017,Winter,1,Tuesday,0,NA,129,10.74,1,0,0,43,39,5109
Bayonne,1/4/2017,2017,Winter,1,Wednesday,0,NA,126,8.05,0,0,0,52,34,5238
Bayonne,1/5/2017,2017,Winter,1,Thursday,0,NA,154,7.83,0,0,0,34,27,5532
Bayonne,1/6/2017,2017,Winter,1,Friday,0,NA,162,4.7,0,1,1,33,25,5278
Bayonne,1/7/2017,2017,Winter,1,Saturday,0,NA,36,7.61,0,5,0,26,20,750
Bayonne,1/8/2017,2017,Winter,1,Sunday,0,NA,120,8.72,0,0,4,25,16,3302
Bayonne,1/9/2017,2017,Winter,1,Monday,0,NA,163,5.14,0,0,3,23,14,4923
Bayonne,1/10/2017,2017,Winter,1,Tuesday,0,NA,147,4.7,0,0,3,46,21,5309
Bayonne,1/11/2017,2017,Winter,1,Wednesday,0,NA,122,5.82,1,0,0,52,42,5139
Bayonne,1/12/2017,2017,Winter,1,Thursday,0,NA,131,7.61,0,0,0,66,47,5745
Bayonne,1/13/2017,2017,Winter,1,Friday,0,NA,176,7.16,0,0,0,62,32,5855
Bayonne,1/14/2017,2017,Winter,1,Saturday,0,NA,22,4.25,0,1,0,34,28,262
Bayonne,1/15/2017,2017,Winter,1,Sunday,0,NA,129,4.25,0,0,1,38,30,4286
Bayonne,1/16/2017,2017,Winter,1,Monday,1,Martin Luther King Jr. Day,110,4.7,0,0,0,43,30,4197
Bayonne,1/17/2017,2017,Winter,1,Tuesday,0,NA,127,4.92,0,0,0,42,38,5124
Bayonne,1/18/2017,2017,Winter,1,Wednesday,0,NA,102,5.82,0,0,0,41,38,5042
Bayonne,1/19/2017,2017,Winter,1,Thursday,0,NA,140,3.58,0,0,0,49,39,5201
Bayonne,1/20/2017,2017,Winter,1,Friday,0,NA,188,4.03,0,0,0,45,40,6216
Bayonne,1/21/2017,2017,Winter,1,Saturday,0,NA,5,3.8,0,0,0,49,41,263
Bayonne,1/22/2017,2017,Winter,1,Sunday,0,NA,125,6.71,0,0,0,48,43,4115
Bayonne,1/23/2017,2017,Winter,1,Monday,0,NA,132,18.34,1,0,0,44,36,4741
Bayonne,1/24/2017,2017,Winter,1,Tuesday,0,NA,124,10.07,1,0,0,38,35,4949
Bayonne,1/25/2017,2017,Winter,1,Wednesday,0,NA,161,6.71,0,0,0,51,36,5389
Bayonne,1/26/2017,2017,Winter,1,Thursday,0,NA,126,6.71,0,0,0,56,43,5311
Bayonne,1/27/2017,2017,Winter,1,Friday,0,NA,182,8.95,0,0,0,43,36,5839
Bayonne,1/28/2017,2017,Winter,1,Saturday,0,NA,12,7.83,0,0,0,39,34,348
Bayonne,1/29/2017,2017,Winter,1,Sunday,0,NA,138,5.82,0,0,0,43,35,4458
Bayonne,1/30/2017,2017,Winter,1,Monday,0,NA,146,6.26,0,0,0,37,30,4961
Bayonne,1/31/2017,2017,Winter,1,Tuesday,0,NA,142,4.03,0,1,0,34,26,4998
Bayonne,2/1/2017,2017,Winter,2,Wednesday,0,NA,159,5.82,0,0,0,47,33,5258
Bayonne,2/2/2017,2017,Winter,2,Thursday,0,NA,139,5.37,0,0,0,45,32,5488
Bayonne,2/3/2017,2017,Winter,2,Friday,0,NA,149,6.71,0,0,0,33,26,5291
Bayonne,2/4/2017,2017,Winter,2,Saturday,0,NA,12,8.5,0,0,0,34,22,298
Bayonne,2/5/2017,2017,Winter,2,Sunday,0,NA,155,7.16,0,0,0,43,31,4053
Bayonne,2/6/2017,2017,Winter,2,Monday,0,NA,172,5.14,0,0,0,49,36,5157
Bayonne,2/7/2017,2017,Winter,2,Tuesday,0,NA,125,6.71,0,0,0,42,36,5103
Bayonne,2/8/2017,2017,Winter,2,Wednesday,0,NA,148,4.7,0,0,0,62,38,5117
Bayonne,2/9/2017,2017,Winter,2,Thursday,0,NA,66,12.3,1,9,2,44,19,1950
Bayonne,2/10/2017,2017,Winter,2,Friday,0,NA,174,8.5,0,0,8,32,19,4882
Bayonne,2/11/2017,2017,Winter,2,Saturday,0,NA,14,4.03,0,0,5,48,30,289
Bayonne,2/12/2017,2017,Winter,2,Sunday,0,NA,140,7.16,0,0,2,40,30,3724
Bayonne,2/13/2017,2017,Winter,2,Monday,0,NA,140,12.3,0,0,2,39,31,5109
Bayonne,2/14/2017,2017,Winter,2,Tuesday,0,NA,147,5.37,0,0,2,41,28,5388
Bayonne,2/15/2017,2017,Winter,2,Wednesday,0,NA,128,6.49,0,0,0,47,35,5168
Bayonne,2/16/2017,2017,Winter,2,Thursday,0,NA,141,10.51,0,0,0,35,28,5258
Bayonne,2/17/2017,2017,Winter,2,Friday,0,NA,121,8.5,0,0,0,41,26,4816
Bayonne,2/20/2017,2017,Winter,2,Monday,1,Presidents' Day,791,7.38,0,0,0,55,39,6183
Bayonne,2/21/2017,2017,Winter,2,Tuesday,0,NA,618,5.82,0,0,0,47,34,6368
Bayonne,2/22/2017,2017,Winter,2,Wednesday,0,NA,608,2.91,0,0,0,57,42,6472
Bayonne,2/23/2017,2017,Winter,2,Thursday,0,NA,633,3.58,0,0,0,65,44,6383
Bayonne,2/24/2017,2017,Winter,2,Friday,0,NA,768,6.04,0,0,0,70,58,6984
Bayonne,2/25/2017,2017,Winter,2,Saturday,0,NA,51,6.71,1,0,0,63,44,315
Bayonne,2/26/2017,2017,Winter,2,Sunday,0,NA,822,8.95,0,0,0,44,36,5142
Bayonne,2/27/2017,2017,Winter,2,Monday,0,NA,602,5.59,0,0,0,54,35,6212
Bayonne,2/28/2017,2017,Winter,2,Tuesday,0,NA,523,4.03,0,0,0,59,47,6021
Bayonne,3/1/2017,2017,Spring,3,Wednesday,0,NA,489,6.04,0,0,0,70,54,5978
Bayonne,3/2/2017,2017,Spring,3,Thursday,0,NA,153,11.41,0,0,0,64,35,1524
Bayonne,3/3/2017,2017,Spring,3,Friday,0,NA,657,8.28,0,0,0,39,24,6564
Bayonne,3/4/2017,2017,Spring,3,Saturday,0,NA,37,8.95,0,0,0,30,17,303
Bayonne,3/5/2017,2017,Spring,3,Sunday,0,NA,688,5.37,0,0,0,37,14,4562
Bayonne,3/6/2017,2017,Spring,3,Monday,0,NA,637,3.36,0,0,0,45,26,6525
Bayonne,3/7/2017,2017,Spring,3,Tuesday,0,NA,548,4.25,0,0,0,56,42,6278
Bayonne,3/8/2017,2017,Spring,3,Wednesday,0,NA,528,7.61,0,0,0,59,47,6443
Bayonne,3/9/2017,2017,Spring,3,Thursday,0,NA,577,8.72,0,0,0,61,47,6418
Bayonne,3/10/2017,2017,Spring,3,Friday,0,NA,577,7.61,0,2,0,47,23,5982
Bayonne,3/11/2017,2017,Spring,3,Saturday,0,NA,665,9.62,0,0,1,29,17,3777
Bayonne,3/12/2017,2017,Spring,3,Sunday,0,NA,815,8.95,0,0,0,29,19,4864
Bayonne,3/13/2017,2017,Spring,3,Monday,0,NA,802,4.47,0,0,0,36,20,7522
Bayonne,3/14/2017,2017,Spring,3,Tuesday,0,NA,104,13.42,2,8,4,32,21,951
Bayonne,3/15/2017,2017,Spring,3,Wednesday,0,NA,391,11.63,0,0,6,26,20,4905
Bayonne,3/16/2017,2017,Spring,3,Thursday,0,NA,610,7.83,0,0,5,39,24,6241
Bayonne,3/17/2017,2017,Spring,3,Friday,0,NA,771,6.49,0,0,4,47,29,7026
Bayonne,3/18/2017,2017,Spring,3,Saturday,0,NA,649,8.72,0,0,3,39,34,3815
Bayonne,3/19/2017,2017,Spring,3,Sunday,0,NA,765,8.28,0,0,3,47,34,4673
Bayonne,3/20/2017,2017,Spring,3,Monday,0,NA,618,5.14,0,0,0,52,33,6499
Bayonne,3/21/2017,2017,Spring,3,Tuesday,0,NA,556,4.03,0,0,0,59,42,6674
Bayonne,3/22/2017,2017,Spring,3,Wednesday,0,NA,528,11.41,0,0,0,50,24,6463
Bayonne,3/23/2017,2017,Spring,3,Thursday,0,NA,562,4.92,0,0,0,42,23,6556
Bayonne,3/24/2017,2017,Spring,3,Friday,0,NA,846,6.26,0,0,0,57,36,7660
Bayonne,3/25/2017,2017,Spring,3,Saturday,0,NA,650,6.71,0,0,0,62,42,4193
Bayonne,3/26/2017,2017,Spring,3,Sunday,0,NA,965,8.28,0,0,0,42,37,5526
Bayonne,3/27/2017,2017,Spring,3,Monday,0,NA,581,4.25,0,0,0,53,37,6466
Bayonne,3/28/2017,2017,Spring,3,Tuesday,0,NA,584,5.82,1,0,0,46,41,6604
Bayonne,3/29/2017,2017,Spring,3,Wednesday,0,NA,604,7.83,0,0,0,60,42,6829
Bayonne,3/30/2017,2017,Spring,3,Thursday,0,NA,625,5.82,0,0,0,52,38,6748
Bayonne,3/31/2017,2017,Spring,3,Friday,0,NA,927,10.29,2,0,0,43,37,7936
Bayonne,4/1/2017,2017,Spring,4,Saturday,0,NA,958,7.61,0,0,0,48,37,5392
Bayonne,4/2/2017,2017,Spring,4,Sunday,0,NA,1003,5.37,0,0,0,63,40,6350
Bayonne,4/3/2017,2017,Spring,4,Monday,0,NA,672,4.92,0,0,0,63,48,6639
Bayonne,4/4/2017,2017,Spring,4,Tuesday,0,NA,633,6.93,1,0,0,51,45,6586
Bayonne,4/5/2017,2017,Spring,4,Wednesday,0,NA,593,3.36,0,0,0,65,45,6710
Bayonne,4/6/2017,2017,Spring,4,Thursday,0,NA,622,9.17,1,0,0,53,40,6800
Bayonne,4/7/2017,2017,Spring,4,Friday,0,NA,942,10.51,0,0,0,51,40,8419
Bayonne,4/8/2017,2017,Spring,4,Saturday,0,NA,913,8.28,0,0,0,57,40,5381
Bayonne,4/9/2017,2017,Spring,4,Sunday,0,NA,943,4.92,0,0,0,67,45,5720
Bayonne,4/10/2017,2017,Spring,4,Monday,0,NA,816,6.04,0,0,0,74,53,7290
Bayonne,4/11/2017,2017,Spring,4,Tuesday,0,NA,621,5.59,0,0,0,80,61,6349
Bayonne,4/12/2017,2017,Spring,4,Wednesday,0,NA,670,2.91,0,0,0,76,58,6376
Bayonne,4/13/2017,2017,Spring,4,Thursday,0,NA,742,5.14,0,0,0,65,48,7114
Bayonne,4/14/2017,2017,Spring,4,Friday,0,NA,900,3.8,0,0,0,66,48,6783
Bayonne,4/15/2017,2017,Spring,4,Saturday,0,NA,916,5.59,0,0,0,65,51,5010
Bayonne,4/16/2017,2017,Spring,4,Sunday,0,NA,1517,7.38,0,0,0,87,59,8204
Bayonne,4/17/2017,2017,Spring,4,Monday,0,NA,920,6.71,0,0,0,74,58,7690
Bayonne,4/18/2017,2017,Spring,4,Tuesday,0,NA,733,6.93,0,0,0,65,47,6801
Bayonne,4/19/2017,2017,Spring,4,Wednesday,0,NA,605,5.59,0,0,0,54,45,6506
Bayonne,4/20/2017,2017,Spring,4,Thursday,0,NA,636,4.03,0,0,0,66,50,6533
Bayonne,4/21/2017,2017,Spring,4,Friday,0,NA,810,7.38,0,0,0,53,48,7447
Bayonne,4/22/2017,2017,Spring,4,Saturday,0,NA,257,3.58,0,0,0,57,49,1422
Bayonne,4/23/2017,2017,Spring,4,Sunday,0,NA,936,4.92,0,0,0,66,46,5715
Bayonne,4/24/2017,2017,Spring,4,Monday,0,NA,666,3.58,0,0,0,60,48,6842
Bayonne,4/25/2017,2017,Spring,4,Tuesday,0,NA,618,13.2,1,0,0,54,49,6860
Bayonne,4/26/2017,2017,Spring,4,Wednesday,0,NA,673,4.92,0,0,0,60,53,6820
Bayonne,4/27/2017,2017,Spring,4,Thursday,0,NA,631,2.91,0,0,0,70,57,6954
Bayonne,4/28/2017,2017,Spring,4,Friday,0,NA,982,3.13,0,0,0,85,58,8060
Bayonne,4/29/2017,2017,Spring,4,Saturday,0,NA,950,5.14,0,0,0,85,64,5221
Bayonne,4/30/2017,2017,Spring,4,Sunday,0,NA,1042,6.71,0,0,0,67,52,5952
Bayonne,5/1/2017,2017,Spring,5,Monday,0,NA,698,5.14,0,0,0,74,49,6654
Bayonne,5/2/2017,2017,Spring,5,Tuesday,0,NA,635,7.83,0,0,0,75,62,6910
Bayonne,5/3/2017,2017,Spring,5,Wednesday,0,NA,642,8.28,0,0,0,65,51,6955
Bayonne,5/4/2017,2017,Spring,5,Thursday,0,NA,661,5.37,0,0,0,64,47,7114
Bayonne,5/5/2017,2017,Spring,5,Friday,0,NA,796,6.49,3,0,0,59,51,7477
Bayonne,5/6/2017,2017,Spring,5,Saturday,0,NA,1035,6.04,0,0,0,67,52,6279
Bayonne,5/7/2017,2017,Spring,5,Sunday,0,NA,1242,5.59,0,0,0,56,47,7395
Bayonne,5/8/2017,2017,Spring,5,Monday,0,NA,717,5.82,0,0,0,57,44,6867
Bayonne,5/9/2017,2017,Spring,5,Tuesday,0,NA,610,4.47,0,0,0,63,47,6886
Bayonne,5/10/2017,2017,Spring,5,Wednesday,0,NA,607,3.36,0,0,0,63,49,6672
Bayonne,5/11/2017,2017,Spring,5,Thursday,0,NA,681,3.58,0,0,0,62,51,7247
Bayonne,5/12/2017,2017,Spring,5,Friday,0,NA,899,4.03,0,0,0,65,48,7948
Bayonne,5/13/2017,2017,Spring,5,Saturday,0,NA,764,7.61,2,0,0,53,45,4784
Bayonne,5/14/2017,2017,Spring,5,Sunday,0,NA,1547,5.37,0,0,0,67,46,9161
Bayonne,5/15/2017,2017,Spring,5,Monday,0,NA,746,8.95,0,0,0,68,53,6968
Bayonne,5/16/2017,2017,Spring,5,Tuesday,0,NA,606,4.25,0,0,0,79,56,6876
Bayonne,5/17/2017,2017,Spring,5,Wednesday,0,NA,712,5.59,0,0,0,90,65,7204
Bayonne,5/18/2017,2017,Spring,5,Thursday,0,NA,739,5.59,0,0,0,92,75,7166
Bayonne,5/19/2017,2017,Spring,5,Friday,0,NA,1019,6.26,0,0,0,91,66,8851
Bayonne,5/20/2017,2017,Spring,5,Saturday,0,NA,1014,4.03,0,0,0,65,55,6024
Bayonne,5/21/2017,2017,Spring,5,Sunday,0,NA,1781,4.03,0,0,0,69,52,10280
Bayonne,5/22/2017,2017,Spring,5,Monday,0,NA,680,2.68,1,0,0,61,53,6909
Bayonne,5/23/2017,2017,Spring,5,Tuesday,0,NA,664,2.24,0,0,0,69,56,6874
Bayonne,5/24/2017,2017,Spring,5,Wednesday,0,NA,637,4.92,0,0,0,69,56,6972
Bayonne,5/25/2017,2017,Spring,5,Thursday,0,NA,749,8.05,1,0,0,59,56,7593
Bayonne,5/26/2017,2017,Spring,5,Friday,0,NA,1220,4.92,0,0,0,73,56,9756
Bayonne,5/27/2017,2017,Spring,5,Saturday,0,NA,934,3.13,0,0,0,71,59,5200
Bayonne,5/28/2017,2017,Spring,5,Sunday,0,NA,1131,4.47,0,0,0,71,58,6124
Bayonne,5/29/2017,2017,Spring,5,Monday,1,Memorial Day,848,5.14,0,0,0,61,56,5641
Bayonne,5/30/2017,2017,Spring,5,Tuesday,0,NA,728,2.68,0,0,0,60,55,6826
Bayonne,5/31/2017,2017,Spring,5,Wednesday,0,NA,659,2.46,0,0,0,75,58,6510
Bayonne,6/1/2017,2017,Summer,6,Thursday,0,NA,696,3.8,0,0,0,79,59,6918
Bayonne,6/2/2017,2017,Summer,6,Friday,0,NA,917,4.47,0,0,0,76,57,8076
Bayonne,6/3/2017,2017,Summer,6,Saturday,0,NA,439,3.58,0,0,0,73,55,2240
Bayonne,6/4/2017,2017,Summer,6,Sunday,0,NA,1733,2.24,0,0,0,70,56,9783
Bayonne,6/5/2017,2017,Summer,6,Monday,0,NA,656,4.92,0,0,0,67,58,6826
Bayonne,6/6/2017,2017,Summer,6,Tuesday,0,NA,632,7.16,0,0,0,58,52,6797
Bayonne,6/7/2017,2017,Summer,6,Wednesday,0,NA,631,3.36,0,0,0,67,51,6865
Bayonne,6/8/2017,2017,Summer,6,Thursday,0,NA,720,3.8,0,0,0,69,55,7535
Bayonne,6/9/2017,2017,Summer,6,Friday,0,NA,1247,4.7,0,0,0,80,53,9741
Bayonne,6/10/2017,2017,Summer,6,Saturday,0,NA,2899,3.58,0,0,0,85,66,15193
Bayonne,6/11/2017,2017,Summer,6,Sunday,0,NA,1911,5.14,0,0,0,90,72,10186
Bayonne,6/12/2017,2017,Summer,6,Monday,0,NA,909,3.8,0,0,0,93,76,7512
Bayonne,6/13/2017,2017,Summer,6,Tuesday,0,NA,777,3.13,0,0,0,94,77,7337
Bayonne,6/14/2017,2017,Summer,6,Wednesday,0,NA,893,4.7,0,0,0,84,69,7982
Bayonne,6/15/2017,2017,Summer,6,Thursday,0,NA,837,4.25,0,0,0,76,64,7669
Bayonne,6/16/2017,2017,Summer,6,Friday,0,NA,1030,5.14,0,0,0,68,63,8527
Bayonne,6/17/2017,2017,Summer,6,Saturday,0,NA,1068,2.24,1,0,0,74,66,5979
